market,week_start,total_spend,search_spend,social_spend,display_spend,video_spend,brand_search,revenue
market_delta,2023-07-10,18715.69,5732.1,5148.31,4049.26,3786.02,0.0,65617.99
market_delta,2023-07-17,26686.03,7635.75,7321.08,6662.56,5066.64,0.0,49415.67
market_delta,2023-07-24,29485.38,8776.49,8559.29,6003.79,6145.82,0.0,56248.53
market_delta,2023-07-31,29417.26,9420.86,7510.45,6446.66,6039.28,0.0,54633.44
market_delta,2023-08-07,33279.74,9406.05,9390.26,7684.61,6798.82,0.0,56726.12
market_delta,2023-08-14,31497.18,9953.94,8655.5,6666.34,6221.4,0.0,84883.62
market_delta,2023-08-21,30885.8,9131.63,8776.26,7000.76,5977.15,0.0,58565.18
market_delta,2023-08-28,27041.94,8096.12,7520.51,6044.01,5381.31,0.0,69756.11
market_delta,2023-09-04,28509.9,9107.69,7626.69,5837.13,5938.39,0.0,44508.0
market_delta,2023-09-11,17291.92,5250.14,4952.37,3707.7,3381.71,0.0,65568.73
market_delta,2023-09-18,17124.17,5208.45,4795.75,3536.28,3583.68,0.0,80634.14
market_delta,2023-09-25,18196.19,5730.98,4736.47,4089.33,3639.41,0.0,57476.45
market_delta,2023-10-02,17052.06,5116.09,4749.92,3769.51,3416.54,0.0,60363.18
market_delta,2023-10-09,23933.23,7930.02,6158.81,5056.88,4787.53,0.0,48169.07
market_delta,2023-10-16,30717.11,8620.31,8561.95,6966.5,6568.35,0.0,35036.7
market_delta,2023-10-23,24621.98,7551.19,6736.62,5282.77,5051.4,0.0,40274.49
market_delta,2023-10-30,24434.54,7060.67,7089.12,5562.85,4721.9,0.0,43827.23
market_delta,2023-11-06,25434.89,7908.01,7360.24,5385.59,4781.05,0.0,52047.66
market_delta,2023-11-13,26535.98,7818.21,7432.97,5927.6,5357.2,0.0,78815.55
market_delta,2023-11-20,23632.27,6840.12,7111.93,5143.28,4536.93,0.0,60953.3
market_delta,2023-11-27,27063.12,8100.95,7394.87,6113.65,5453.65,0.0,52258.51
market_delta,2023-12-04,32650.69,9165.4,9035.95,7534.82,6914.53,0.0,56653.55
market_delta,2023-12-11,20894.7,6238.46,6033.03,4562.24,4060.97,0.0,81573.93
market_delta,2023-12-18,25863.38,8122.82,7806.55,5211.12,4722.89,0.0,57263.59
market_delta,2023-12-25,29458.0,8426.58,8246.6,6389.38,6395.45,0.0,74826.13
